id,name,city,street,lat,lon,latlon_precision,description,child_of,major_category,categories,citations,notes,founded,alt_address,,
248,Speer Carbon Company,"St. Marys, PA",Theresia St.,41.4273738,-78.5609398,0,Provided the purified graphite used in the CP-1 pile and early pile experiments.,,3,materials-other,,,,,,
249,Gas Separation Pilot Plant,"Linden, NJ",,40.6220478,-74.2445902,0,Pilot plant for centrifuge method constructed by Standard Oil Development Company at the Standard Oil Bayway Refinery. Installed 24 Westinghouse short-bowl centrifuges.,,3,research-enrichment,,could also be category 1 probably,,,,
250,National Academy of Sciences,"New York, NY",195 Broadway,40.7107975,-74.0095256,0,"Coordinated early research into fission question, including a reports on the feasibility of a bomb in 1941. ",,2,"research-general,coordination-research",,,,,,
251,University of Toronto,"Toronto, Canada",,43.653226,-79.3831843,0,Did research work connected with fission for Canadian part of project. Involved using an electron microscope. ,,2,"research-general,foreign",,,,,,
252,Manhattan District Expediting Office,"Boston, MA",,42.3600825,-71.0588801,0,"Manhattan Project expediting offices made sure that raw materials were available to the various contractors' industrial plants. Boston was the original headquarters of the expediting office until April 1944, when it moved to Oak Ridge.",,1,procurement,,,,,,
253,Manhattan District Expediting Office,"Oak Ridge, TN",,36.0103561,-84.2696449,0,Manhattan Project expediting offices made sure that raw materials were available to the various contractors' industrial plants. Oak Ridge was the headquarters of the expediting offices from April 1944 onward.,,1,procurement,,,,,,
254,Manhattan District Expediting Office,"Chicago, IL",,41.8781136,-87.6297982,0,Manhattan Project expediting offices made sure that raw materials were available to the various contractors' industrial plants.,,1,procurement,,,,,,
255,Manhattan District Expediting Office,"Los Angeles, CA",,34.0522342,-118.2436849,0,Manhattan Project expediting offices made sure that raw materials were available to the various contractors' industrial plants.,,1,procurement,,,,,,
256,Manhattan District Expediting Office,"New York, NY",,40.7127837,-74.0059413,0,Manhattan Project expediting offices made sure that raw materials were available to the various contractors' industrial plants.,,1,procurement,,,,,,
257,Manhattan District Expediting Office,"Philadelphia, PA",,39.9525839,-75.1652215,0,Manhattan Project expediting offices made sure that raw materials were available to the various contractors' industrial plants.,,1,procurement,,,,,,
258,Manhattan District Expediting Office,"Pittsfield, MA",,42.4500845,-73.2453824,0,Manhattan Project expediting offices made sure that raw materials were available to the various contractors' industrial plants.,,1,procurement,,,,,,
259,Manhattan District Expediting Office,"Pittsburgh, PA",,40.4406248,-79.9958864,0,Manhattan Project expediting offices made sure that raw materials were available to the various contractors' industrial plants.,,1,procurement,,,,,,
260,Manhattan District Expediting Office,"Rochester, NY",,43.16103,-77.6109219,0,Manhattan Project expediting offices made sure that raw materials were available to the various contractors' industrial plants.,,1,procurement,,,,,,
261,Manhattan District Expediting Office,"Springfield, MA",,42.1014831,-72.589811,0,Manhattan Project expediting offices made sure that raw materials were available to the various contractors' industrial plants.,,1,procurement,,,,,,
262,Manhattan District Expediting Office,"San Francisco, CA",,37.7749295,-122.4194155,0,Manhattan Project expediting offices made sure that raw materials were available to the various contractors' industrial plants.,,1,procurement,,,,,,
263,Manhattan District Expediting Office,"Schenectady, NY",,42.8142432,-73.9395687,0,Manhattan Project expediting offices made sure that raw materials were available to the various contractors' industrial plants.,,1,procurement,,,,,,
264,Manhattan District Expediting Office,"Toronto, Ontario, Canada",,43.653226,-79.3831843,0,Manhattan Project expediting offices made sure that raw materials were available to the various contractors' industrial plants.,,1,procurement,,,,,,
265,"National Research Council, Divisions of Chemistry, Physics, and Engineering","Ottawa, Ontario, Canada",,45.4215296,-75.6971931,0,Assisted with Canadian part of project.,,2,"research-general,foreign",Hewlett NW ch. 4 p. 85,,,,,
266,McMaster University,"Hamilton, Ontario, Canada",,43.2500208,-79.8660914,0,Assisted with Canadian part of project.,,2,"research-general,foreign",,,,,,
267,McGill University,"Montreal, Quebec, Canada",,45.5016889,-73.567256,0,"Area office for the Army Corps of Engineers, conducted local arrangements for Manhattan Engineer District.",,2,,,is this the right description?,,,,
268,Chemite Co,,,,,0,Contracted for cables for Y-12.,,3,equipment-CEW,,can't find,,,,
269,"Oliver United Filters, Inc. ","New York, NY",33 West 42nd St.,40.7127837,-74.0059413,2,"Contracted ""standard items of equipment"" for Y-12, including ""continuous panel type filters."" Constructed a ""gunk"" treatment machine to filter out solids from the slurry.",,3,equipment-CEW,MDH B5V3 p. 4.15,,,,,
270,National Carbon Company,"New York, NY",30 E. 42nd St.,40.752711,-73.97985,0,"Selected by the Metallurgical Laboratory to produce graphite for the Y-12 plant, and also for Hanford on a large scale. The company also provided feedback on the design of CP-2.",139,3,"research-pile,materials-other,consulation",Hewlett NW ch. 6 p. 178,,,,,
271,Pfaudler Co.,"Rochester, NY",89 East Ave,42.3600825,-71.0588801,0,"Contracted ""standard items of equipment"" for Y-12, including ""miscellaneous glass-lined equipment."" ""Pfaudler kettles""?",,3,equipment-CEW,need,,,,,
272,"Process Engineering, Inc.","Somerville, MA",,42.3875968,-71.0994968,0,"Contracted to produce ""main door liners"" for the Y-12 Alpha Tracks for $27,898.79, sublimation units, wash tanks for Y-12.",,3,equipment-CEW,MDH B5V3 p. 4.10 ,,,,,
273,"Machlett Laboratories, Inc.","Springdale, CT",1063 Hope St,,,0,Produced vacuum tubes for Y-12 control equipment when General Electric had trouble procuring them. ,,3,equipment-CEW,MDH B5V3 p. S12 ,,,,,
274,"S. Blickman, Inc.","Weehawken, NJ",,40.7663711,-74.0253715,0,"Contracted for their ""standard items of equipment"" for Y-12, including well as basins, tanks, trays. Also did cell fabrication and piping for HEW.",,3,"equipment-CEW,equipment-HEW",MDH B4V5P3 app. B-4,,,,,
275,Simplex Wire and Cable Co.,"Cambridge, MA",79 Sidney St,42.360913,-71.101792,1,Contracted for cables for Y-12.,,3,equipment-CEW,,,"I don't think the building exists anymore, or it was converted, but a 1943 letterhead had this address",,,
276,Link-Belt Co.,"Chicago, IL",910 S. Michigan Ave,41.870231,-87.624792,2,"Contracted to manufacture ""Face Plate Removers"" for the Alpha tracks at Y-12, and other door handling components.",,3,equipment-CEW,,,,,,
277,Bonner and Newman,"Oakland, CA",,37.8043637,-122.2711137,0,"Contracted to produce ""main door liners"" for Y-12 Alpha Racetracks to assist Westinghouse in manufacturing, for a cost of $468,419.20",,3,equipment-CEW,MDH B5V3 p. 4.10 ,,,,,
278,The Bristol Co.,"Waterbury, CT",,,,0,"Contracted ""standard items of equipment"" for Y-12 under ""seemingly impossible time limits.""",,3,equipment-CEW,need.. 4.15 MDH B5V3?,,,,,
279,Coors Porcelain Co.,"Golden, CO",600 Ninth St,39.759943,-105.222923,2,Produced zircon insulators for Y-12.,,3,equipment-CEW,,,,,,
280,Corning Glass Works,"Corning, NY",,42.1428521,-77.0546903,0,"Contracted ""their standard items of equipment"" for Y-12, including ""Pyrex pipe and fittings."" An engineer from the company was hired to train mechanics on the installation of Pyrex pipes.",,3,equipment-CEW,MDH B5V3 p. 4.15; MDH B5V5 p. 3.23 ,,,,,
281,Crane Co.,"Chicago, IL",836 S. Michigan Ave,41.870903,-87.624558,2,"Developed, on a very short deadline, silver valves for hexafluoride conversion for Y-12. Though the company had no prior experience working with the materials, it accepted the contract and produced the items at a sufficient quality. In spring 1943, the company was contracted to produce valves, designed by Hammel-Dahl and St. Paul Engineering, that were abandoned following further tests in favor of a ""common gate valve."" Implemented a rigorous cleaning program at its factory to ensure that equipment going to K-25 to be conditioned against UF6 corrosion was spotlessly clean.",,3,equipment-CEW,"MDH B5V3 p. 4.15; MDH B2V3 p. 4.11, 8.20","you put Boston, MA.. Couldn't confirm",1943,,,
282,Kerite Insulated Wire and Cable Co.,"New York, NY",30 Church St,40.710754,-74.011068,2,"Contracted for ""process cable for high voltage electrical conductors"" for Y-12. Were awarded the contract for offering the lowest bid and fastest production times.",,3,equipment-CEW,"MDH B5V3 p. S12, 4.20",,,,,
283,Kinney Manufacturing Co.,"Boston, MA",3549 Washington St.,42.305199,-71.109955,2,Produced standard vacuum pumps for K-25 that were found to be insufficient for use with uranium hexafluoride gas or fluoride.,,3,equipment-CEW,MDH B2V3 p. 5.5,,,,,
284,Hills-McCanna Co.,"Chicago, IL",2549  Nelson St.,41.93693,-87.693074,1,"Contracted ""their standard items of equipment"" for Y-12 under ""seemingly impossible time limits.""",,3,equipment-CEW,MDH B5V3 p. 4.15 ,"I get multiple addresses for this.. Elston Ave, Nelson St.. This is the closest intersection. It is probably either the big building to the SW or the big lot to the NW.",,"Boston, MA?",,
285,General Cable Co.,"Boston, MA",,,,0, And provided aluminum for HEW.,,3,materials-other,MDH B5V3 p. S12,desc. Got cut off I think,,,,
286,Fluor Co.,"San Franscisco, CA",,,,0,"Contracted to erect ""cooling towers with integral oil and water cooling coils"" as part of Y-12 process.",,3,equipment-CEW,MDH B5V3 p. 3.7 ,,,"Boston, MA.. Los Angeles, CA?",,
287,Fluor Co.,"San Franscisco, CA",,,,0,"Contracted to erect ""cooling towers with integral oil and water cooling coils"" as part of Y-12 process.",,3,equipment-CEW,MDH B5V3 p. 3.7 ,oops duplicate,,"Los Angeles, CA",,
288,Federal Telephone and Radio Corp.,"Newark, NJ",591 Broad St,40.741048,-74.169546,2,Contracted (after several refusals) to develop chemical process equipment (caleiners) for Y-12. Also produced vacuum tubes for Y-12 control equipment when General Electric had trouble procuring them. Also contracted for steel containers.,,3,equipment-CEW,MDH B5V3 p. S12,,,,,
289,Kince Corp.,China??,,,,0,"Contracted ""standard items of equipment"" for Y-12 under ""seemingly impossible time limits.""",,3,equipment-CEW,MDH B5V3 p. 4.15 ,https://www.sec.gov/Archives/edgar/data/1099196/000091412102000688/mi651900v5_20f.txt,,,,
290,Duriron Co.,"Dayton, OH",450 N. Findlay St.,39.773407,-84.156243,2,"Contracted plug valves and pipe fittings for Y-12, under ""seemingly impossible time limits."" Also produced pumps for K-25, which at first suffered severe corrosion.",,3,equipment-CEW,MDH B5V3 p. 4.15; MDH B2V3 p. 8.18,,,,,
291,Glascote Products,"Euclid, OH",20900 St. Clair Ave,41.581142,-81.535235,1,"Contracted ""standard items of equipment"" for Y-12, including glass-lined tanks, under ""seemingly impossible time limits.""",,3,equipment-CEW,MDH B5V3 p. 4.15 ,not sure which building,,,,
292,"Leeds & Northrup, Co.","Philadelphia, PA",4907 Stenton Ave,40.030116,-75.158217,1,"Contracted ""standard items of equipment"" for Y-12 under ""seemingly impossible time limits.""",,3,equipment-CEW,MDH B5V3 p. 4.15 ,,,,,
293,Amperon,,,,,0,Produced vacuum tubes for Y-12 control equipment when General Electric had trouble procuring them. ,,3,equipment-CEW,MDH B5V3 p. S12,,,,328,
294,"Distillation Products, Inc.","Rochester, NY",,,,0,Contracted to build a new design of distillation pumps for Y-12.,,3,equipment-CEW,MDH B5V3 p. S12,,,,,
295,International Graphite & Electrode Corp.,"St. Marys, PA",,,,0,Produced graphite for Y-12 plant and HEW. Produced high quality graphite but in too-small quantities.,,3,materials-other,Hewlett NW ch. 4 p. 85,,,,,
296,Gisholt Machine Co.,"Madison, WI",1301 E Washington Ave,43.087237,-89.365256,2,Produced lathes for Y-12.,,3,equipment-CEW,,,,,,
297,"Marley Company, Inc.","New York, NY",,,,0,Contracted for cooling towers for Y-12.,,3,equipment-CEW,,,,,,
298,American Air Filter Co.,"Boston, MA",,,,0,Contracted for air filter units for Y-12.,,3,equipment-CEW,,,,,,
299,American Air Filter Co.,"Louisville, KY",215 Central Ave,38.204937,-85.762542,0,Contracted for air filter units for Y-12.,,3,equipment-CEW,,"accidental repeat, hope I didn't accidentally overwrite something else,.. Might have",,,,
300,American Car and Foundry Co.,"New York, NY",30 Church St.,40.710754,-74.011068,2,Contracted for lubricated plug valves for Y-12.,,3,equipment-CEW,,,,,,
301,American Steel Foundaries,"Chicago, IL",410 N. Michigan Ave,41.889743,-87.624637,2,"Contracted for ""normalized steel casings"" for Y-12.",,3,equipment-CEW,,,,,,
302,Anaconda Wire and Cable,"Orange, CA",West Maple Ave & North Cyprus St,33.790027,-117.85694,,Contracted for copper wire and cable for Y-12.,,3,equipment-CEW,,"started in Muskegon, but a history of the company indicates that ww2 production was done at a site in Orange, CA",,"Western & Barclay Aves, Muskegon, MI",,
